	gene_human	entrez_id_human	gene_mouse	MGI	MP_HMD	MP_PhenoGeno	HP_genes_to_phenotype	MP_system_level	HP_system_level	MP_from_HP_system_level
43	ABCA7	10347	Abca7	MGI:1351646		MP:0002989,MP:0001783,MP:0005560,MP:0000186,MP:0005179,MP:0013279,MP:0011396,MP:0004151	HP:0002463,HP:0003791,HP:0410170,HP:0001276,HP:0001289,HP:0001250,HP:0001251,HP:0001249,HP:0002511,HP:0000006,HP:0001336,HP:0001300,HP:0002071,HP:0002120,HP:0002120,HP:0002186,HP:0002185,HP:0002185,HP:0010526,HP:0010525,HP:0003584,HP:0002381,HP:0002354,HP:0002354,HP:0000657,HP:0000738,HP:0000734,HP:0000734,HP:0000716,HP:0000713,HP:0000726,HP:0011446,HP:0012759,HP:0100256,HP:0030219,HP:0012433,HP:0000504	['MP:0005376', 'MP:0005386', 'MP:0005367', 'MP:0005375']	['HP:0000478', 'HP:0000707', 'HP:0003011', 'HP:0000708']	[['MP:0005391'], ['MP:0003631'], ['MP:0005369'], ['MP:0005386']]
44	ABCA8	10351	Abca8a	MGI:2386846		MP:0011110,MP:0002098,MP:0002608		['MP:0010771', 'MP:0005397']	['']	[['']]
45	ABCA8	10351	Abca8b	MGI:1351668		MP:0002644,MP:0005179,MP:0000183,MP:0000186		['MP:0005376']	['']	[['']]
46	ABCA9	10350	Abca9	MGI:2386796		MP:0020870		['MP:0005386']	['']	[['']]
47	ABCB1	5243	Abcb1a	MGI:97570		MP:0000745,MP:0008499,MP:0002083,MP:0004611,MP:0004999,MP:0000488,MP:0002495,MP:0008500,MP:0031384,MP:0000512,MP:0005150,MP:0008267,MP:0008873,MP:0002497,MP:0003304,MP:0005037,MP:0013803,MP:0000491,MP:0005011,MP:0000811,MP:0002816,MP:0002461,MP:0000511,MP:0008401,MP:0003945,MP:0004842,MP:0008351,MP:0002494,MP:0008502,MP:0002822,MP:0008501,MP:0008875	HP:0002037	['MP:0005377', 'MP:0005387', 'MP:0005386', 'MP:0005397', 'MP:0005378', 'MP:0003631', 'MP:0005376', 'MP:0005381', 'MP:0005379', 'MP:0005385']	['HP:0011024', 'HP:0002715']	[['MP:0005381'], ['MP:0005387']]
48	ABCB1	5243	Abcb1b	MGI:97568		MP:0008875	HP:0002037	['MP:0005376']	['HP:0011024', 'HP:0002715']	[['MP:0005381'], ['MP:0005387']]
49	ABCB10	23456	Abcb10	MGI:1860508		MP:0013657,MP:0003396,MP:0011092,MP:0006264,MP:0006143,MP:0004485,MP:0001770,MP:0011098,MP:0000607,MP:0006036,MP:0000609,MP:0003717,MP:0001588,MP:0000598,MP:0003674		['MP:0010771', 'MP:0005376', 'MP:0005384', 'MP:0005397', 'MP:0005370', 'MP:0005385', 'MP:0005380']	['']	[['']]
50	ABCB11	8647	Abcb11	MGI:1351619		MP:0001402,MP:0000599,MP:0003960,MP:0005627,MP:0008806,MP:0001262,MP:0003982,MP:0005344,MP:0002941,MP:0004789,MP:0004777,MP:0005415,MP:0011896,MP:0004772,MP:0010087,MP:0002644,MP:0001175,MP:0008991,MP:0001732,MP:0004774,MP:0000607,MP:0011110,MP:0005343,MP:0002968,MP:0001325,MP:0010398	HP:0003819,HP:0001394,HP:0000007,HP:0000007,HP:0001337,HP:0002643,HP:0002630,HP:0012164,HP:0001406,HP:0001406,HP:0001402,HP:0031248,HP:0002027,HP:0002014,HP:0030900,HP:0003593,HP:0002240,HP:0002240,HP:0100785,HP:0001046,HP:0100602,HP:0025031,HP:0001081,HP:0001082,HP:0012689,HP:0004322,HP:0000716,HP:0003155,HP:0003155,HP:0003155,HP:0000821,HP:0000989,HP:0000989,HP:0000989,HP:0000988,HP:0000952,HP:0000952,HP:0012202,HP:0001541,HP:0001508,HP:0001518,HP:0002910,HP:0002908,HP:0002908,HP:0002904,HP:0002960,HP:0001622,HP:0001732,HP:0011117,HP:0012420,HP:0001744	['MP:0005388', 'MP:0005391', 'MP:0005376', 'MP:0005386', 'MP:0005370', 'MP:0005378']	['HP:0001732', 'HP:0002715', 'HP:0002686', 'HP:0002664', 'HP:0011024', 'HP:0001560', 'HP:0001392', 'HP:0001574', 'HP:0001743', 'HP:0001541', 'HP:0002014', 'HP:0001507', 'HP:0012531', 'HP:0001626', 'HP:0000707', 'HP:0000708', 'HP:0002086', 'HP:0001622', 'HP:0003271', 'HP:0000818', 'HP:0001438', 'HP:0001939']	[['MP:0005379'], ['MP:0005387'], ['MP:0005389'], ['MP:0002006'], ['MP:0005381'], ['MP:0005380'], ['MP:0005370'], ['MP:0010771'], ['MP:0005397', 'MP:0005387'], ['MP:0005376'], ['MP:0005381'], ['MP:0005378'], ['MP:0005386'], ['MP:0005385'], ['MP:0003631'], ['MP:0005386'], ['MP:0005388'], ['MP:0005389'], ['MP:0005378'], ['MP:0005379'], ['MP:0005378'], ['MP:0005376']]
51	ABCB4	5244	Abcb4	MGI:97569		MP:0003254,MP:0003331,MP:0004952,MP:0012336,MP:0000202,MP:0001569,MP:0003255,MP:0002830,MP:0008991,MP:0005562,MP:0020010,MP:0001656,MP:0000607,MP:0003333,MP:0003328,MP:0000599,MP:0005560,MP:0005553,MP:0008806,MP:0010876,MP:0000195,MP:0014476,MP:0002941,MP:0002874,MP:0010124,MP:0000203,MP:0005584,MP:0003256,MP:0014479,MP:0000691,MP:0000130,MP:0002998,MP:0003797,MP:0011584,MP:0005642,MP:0002968,MP:0001860,MP:0008993,MP:0010877,MP:0001566,MP:0010869,MP:0002928,MP:0002647,MP:0005505,MP:0021029,MP:0000063,MP:0001263,MP:0004789,MP:0011977,MP:0005013,MP:0010155,MP:0002139,MP:0003888,MP:0005415,MP:0010933,MP:0000598,MP:0003046,MP:0010067,MP:0001570,MP:0001923,MP:0000186,MP:0005627,MP:0020134,MP:0002138,MP:0005344,MP:0000218,MP:0004772,MP:0002118,MP:0003253,MP:0009642,MP:0000610,MP:0006264,MP:0002606,MP:0000220,MP:0008837,MP:0001654,MP:0001573,MP:0000219,MP:0005179,MP:0005343,MP:0004773	HP:0025116,HP:0001396,HP:0001395,HP:0001394,HP:0000007,HP:0000007,HP:0000007,HP:0001337,HP:0000006,HP:0000006,HP:0002643,HP:0002613,HP:0012164,HP:0001408,HP:0001408,HP:0001406,HP:0001406,HP:0001406,HP:0001402,HP:0031248,HP:0002024,HP:0002027,HP:0030991,HP:0002014,HP:0100523,HP:0030900,HP:0033196,HP:0033196,HP:0030948,HP:0030948,HP:0011848,HP:0003593,HP:0002240,HP:0003581,HP:0200148,HP:0200150,HP:0100785,HP:0011980,HP:0100602,HP:0025031,HP:0001081,HP:0001081,HP:0001082,HP:0001082,HP:0001082,HP:0012689,HP:0000716,HP:0003124,HP:0003155,HP:0003155,HP:0000819,HP:0000822,HP:0000821,HP:0000989,HP:0000989,HP:0000989,HP:0000988,HP:0000952,HP:0000952,HP:0000952,HP:0000952,HP:0002896,HP:0012202,HP:0012202,HP:0025502,HP:0001541,HP:0001541,HP:0001518,HP:0001513,HP:0006580,HP:0005230,HP:0002910,HP:0002910,HP:0002910,HP:0002910,HP:0002904,HP:0030151,HP:0030151,HP:0002960,HP:0001622,HP:0001622,HP:0001733,HP:0001733,HP:0001732,HP:0011117,HP:0012420,HP:0001744	['MP:0005387', 'MP:0005390', 'MP:0005378', 'MP:0005389', 'MP:0005370', 'MP:0005385', 'MP:0005376', 'MP:0002006', 'MP:0005381', 'MP:0005384', 'MP:0005379', 'MP:0005397']	['HP:0034057', 'HP:0002014', 'HP:0001507', 'HP:0001732', 'HP:0002715', 'HP:0002686', 'HP:0012531', 'HP:0001626', 'HP:0002664', 'HP:0000707', 'HP:0011024', 'HP:0000708', 'HP:0002086', 'HP:0001560', 'HP:0001622', 'HP:0001392', 'HP:0003271', 'HP:0000818', 'HP:0001438', 'HP:0001743', 'HP:0001574', 'HP:0001541', 'HP:0001939']	[['MP:0005380'], ['MP:0005381'], ['MP:0005378'], ['MP:0005379'], ['MP:0005387'], ['MP:0005389'], ['MP:0005386'], ['MP:0005385'], ['MP:0002006'], ['MP:0003631'], ['MP:0005381'], ['MP:0005386'], ['MP:0005388'], ['MP:0005380'], ['MP:0005389'], ['MP:0005370'], ['MP:0005378'], ['MP:0005379'], ['MP:0005378'], ['MP:0005397', 'MP:0005387'], ['MP:0010771'], ['MP:0005376'], ['MP:0005376']]
52	ABCB5	340273	Abcb5	MGI:1924956		MP:0003731,MP:0001312,MP:0005253,MP:0003729,MP:0006000,MP:0001325,MP:0020858,MP:0020861,MP:0003730,MP:0005201,MP:0000351		['MP:0003631', 'MP:0005376', 'MP:0005384', 'MP:0005391']	['']	[['']]
53	ABCB6	10058	Abcb6	MGI:1921354		MP:0031276,MP:0010831,MP:0002098,MP:0008874,MP:0009766,MP:0006036,MP:0003656,MP:0008873	HP:0003768,HP:0007565,HP:0000006,HP:0000006,HP:0000006,HP:0001480,HP:0003324,HP:0003394,HP:0002153,HP:0002153,HP:0003577,HP:0020073,HP:0004802,HP:0001053,HP:0001034,HP:0001034,HP:0002378,HP:0005518,HP:0005590,HP:0000612,HP:0001923,HP:0004322,HP:0012733,HP:0011463,HP:0004446,HP:0000822,HP:0000992,HP:0000365,HP:0031613,HP:0000568,HP:0001878	['MP:0010771', 'MP:0005376', 'MP:0005384', 'MP:0005397']	['HP:0000598', 'HP:0001507', 'HP:0000707', 'HP:0003011', 'HP:0000478', 'HP:0001574', 'HP:0001626', 'HP:0001939', 'HP:0001871']	[['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005369'], ['MP:0005391'], ['MP:0010771'], ['MP:0005385'], ['MP:0005376'], ['MP:0005397']]
54	ABCB7	22	Abcb7	MGI:109533		MP:0002080,MP:0003121	HP:0002463,HP:0002470,HP:0002403,HP:0001272,HP:0001288,HP:0001250,HP:0001252,HP:0001252,HP:0001251,HP:0001251,HP:0001260,HP:0001263,HP:0001263,HP:0031020,HP:0025373,HP:0001347,HP:0001347,HP:0000028,HP:0001336,HP:0001310,HP:0002650,HP:0001321,HP:0001315,HP:0012187,HP:0012132,HP:0032550,HP:0001419,HP:0002080,HP:0100543,HP:0002075,HP:0003487,HP:0002169,HP:0002167,HP:0002172,HP:0003593,HP:0003577,HP:0100753,HP:0004840,HP:0020081,HP:0002363,HP:0006897,HP:0000639,HP:0000639,HP:0001924,HP:0000602,HP:0001903,HP:0001903,HP:0001992,HP:0004322,HP:0006999,HP:0012751,HP:0100022,HP:0100022,HP:0000716,HP:0000717,HP:0000726,HP:0011463,HP:0004447,HP:0034280,HP:0000980,HP:0001511,HP:0001511,HP:0001618,HP:0000486,HP:0000486,HP:0011273,HP:0001824	['MP:0005384']	['HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0000708', 'HP:0000078', 'HP:0000478', 'HP:0001608', 'HP:0001574', 'HP:0001939', 'HP:0001871']	[['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005386'], ['MP:0005389'], ['MP:0005391'], ['MP:0005386'], ['MP:0010771'], ['MP:0005376'], ['MP:0005397']]
55	ABCB8	11194	Abcb8	MGI:1351667				['']	['']	[['']]
56	ABCB9	23457	Abcb9	MGI:1861729		MP:0010052,MP:0000702,MP:0009142,MP:0002768		['MP:0005386', 'MP:0005379', 'MP:0005387', 'MP:0003631']	['']	[['']]
57	ABCC1	4363	Abcc1	MGI:102676		MP:0001876,MP:0002423,MP:0009766,MP:0001764,MP:0008873	HP:0000006,HP:0003581,HP:0011390,HP:0000360,HP:0000407	['MP:0005397', 'MP:0005376', 'MP:0005387']	['HP:0000598']	[['MP:0005377']]
58	ABCC10	89845	Abcc10	MGI:2386976		MP:0008484,MP:0008873,MP:0000221,MP:0000333,MP:0010124,MP:0001262,MP:0000063,MP:0008479,MP:0000692,MP:0008482,MP:0002356,MP:0009763,MP:0000711		['MP:0005379', 'MP:0005376', 'MP:0005387', 'MP:0005390', 'MP:0005397', 'MP:0005378']	['']	[['']]
59	ABCC12	94160	Abcc12	MGI:2441679				['']	['']	[['']]
60	ABCC2	1244	Abcc2	MGI:1352447		MP:0005344,MP:0008873,MP:0002941,MP:0002874,MP:0002981,MP:0002591,MP:0002966,MP:0005178,MP:0003917,MP:0004772,MP:0002136,MP:0009642,MP:0001556,MP:0000609,MP:0008935,MP:0000219,MP:0011464,MP:0005343,MP:0004773,MP:0008875,MP:0005016	HP:0001392,HP:0012086,HP:0000007,HP:0002027,HP:0002240,HP:0001080,HP:0001080,HP:0004295,HP:0001945,HP:0001928,HP:0000952,HP:0000952,HP:0012378,HP:0002908,HP:0002908	['MP:0005376', 'MP:0005387', 'MP:0005367', 'MP:0005370', 'MP:0005397', 'MP:0005378']	['HP:0000079', 'HP:0001574', 'HP:0011024', 'HP:0001392', 'HP:0003271', 'HP:0012378', 'HP:0001438', 'HP:0012531', 'HP:0001939', 'HP:0001871']	[['MP:0005367'], ['MP:0010771'], ['MP:0005381'], ['MP:0005370'], ['MP:0005378'], ['MP:0005386'], ['MP:0005378'], ['MP:0005386'], ['MP:0005376'], ['MP:0005397']]
61	ABCC3	8714	Abcc3	MGI:1923658		MP:0001982,MP:0004774,MP:0005365,MP:0005344,MP:0008875		['MP:0005386', 'MP:0005376']	['']	[['']]
62	ABCC4	10257	Abcc4	MGI:2443111		MP:0002356,MP:0009763,MP:0008537,MP:0003306,MP:0008470,MP:0005167,MP:0001263,MP:0000692,MP:0014348,MP:0000711,MP:0009642,MP:0009815,MP:0001858,MP:0000511,MP:0006088,MP:0008531,MP:0001973,MP:0006272,MP:0000496,MP:0014263		['MP:0005387', 'MP:0005397', 'MP:0005386', 'MP:0005378', 'MP:0003631', 'MP:0005376', 'MP:0005381', 'MP:0005379', 'MP:0005385', 'MP:0005367']	['']	[['']]
63	ABCC5	10057	Abcc5	MGI:1351644		MP:0005012,MP:0000221,MP:0005560,MP:0005293,MP:0001513,MP:0001488,MP:0000195,MP:0005016,MP:0005565		['MP:0005376', 'MP:0005387', 'MP:0005386', 'MP:0005397']	['']	[['']]
64	ABCC6	368	Abcc6	MGI:1351634		MP:0030533,MP:0006133,MP:0003195,MP:0000186,MP:0005553,MP:0002838,MP:0003197,MP:0006188,MP:0002839,MP:0010234,MP:0000530,MP:0005239,MP:0003196	HP:0025116,HP:0025115,HP:0025169,HP:0001102,HP:0001102,HP:0001102,HP:0001102,HP:0001297,HP:0001297,HP:0100817,HP:0001250,HP:0007392,HP:0002514,HP:0002514,HP:0003836,HP:0001382,HP:0001384,HP:0001342,HP:0000007,HP:0000007,HP:0000006,HP:0002634,HP:0002650,HP:0002650,HP:0002647,HP:0002617,HP:0003941,HP:0002621,HP:0025477,HP:0001482,HP:0007663,HP:0007663,HP:0002705,HP:0000121,HP:0000121,HP:0000121,HP:0032553,HP:0032553,HP:0002749,HP:0002013,HP:0100545,HP:0002098,HP:0002092,HP:0100585,HP:0011703,HP:0002172,HP:0010512,HP:0003593,HP:0002239,HP:0002239,HP:0002239,HP:0100758,HP:0010639,HP:0011968,HP:0001065,HP:0001061,HP:0001012,HP:0002326,HP:0100659,HP:0100679,HP:0200067,HP:0010766,HP:0004963,HP:0004966,HP:0004966,HP:0004943,HP:0004912,HP:0004912,HP:0000630,HP:0001945,HP:0000608,HP:0000608,HP:0011344,HP:0012664,HP:0004306,HP:0030680,HP:0004374,HP:0000766,HP:0000765,HP:0000737,HP:0009164,HP:0003109,HP:0004417,HP:0030718,HP:0011506,HP:0011506,HP:0000822,HP:0000822,HP:0000822,HP:0000822,HP:0000821,HP:0003207,HP:0003207,HP:0045051,HP:0000978,HP:0000974,HP:0000973,HP:0000989,HP:0000988,HP:0000951,HP:0000951,HP:0000969,HP:0000961,HP:0033026,HP:0033027,HP:0040197,HP:0005103,HP:0002815,HP:0002829,HP:0002808,HP:0025533,HP:0000218,HP:0000218,HP:0001561,HP:0025507,HP:0025507,HP:0001531,HP:0001541,HP:0000381,HP:0006559,HP:0005213,HP:0002949,HP:0005180,HP:0000365,HP:0001698,HP:0001681,HP:0001681,HP:0001681,HP:0001677,HP:0001645,HP:0030149,HP:0001658,HP:0001653,HP:0001640,HP:0001640,HP:0001635,HP:0001635,HP:0001634,HP:0001634,HP:0001634,HP:0006690,HP:0001723,HP:0001723,HP:0000407,HP:0000405,HP:0001717,HP:0001717,HP:0001718,HP:0001714,HP:0005297,HP:0012457,HP:0012457,HP:0000488,HP:0001789,HP:0000474,HP:0012426,HP:0012408,HP:0012409,HP:0000410,HP:0005462,HP:0012508,HP:0000505,HP:0000505,HP:0000505,HP:0000592,HP:0000592,HP:0000573,HP:0000573,HP:0000573,HP:0000573,HP:0001872,HP:0000545,HP:0000545	['MP:0010771', 'MP:0005391', 'MP:0005378', 'MP:0005382', 'MP:0005385', 'MP:0005376', 'MP:0005367']	['HP:0034057', 'HP:0000234', 'HP:0011968', 'HP:0000079', 'HP:0001507', 'HP:0001732', 'HP:0002715', 'HP:0001541', 'HP:0040064', 'HP:0002017', 'HP:0000464', 'HP:0010766', 'HP:0002686', 'HP:0012531', 'HP:0001626', 'HP:0002664', 'HP:0001871', 'HP:0001789', 'HP:0000598', 'HP:0000707', 'HP:0011024', 'HP:0000924', 'HP:0000478', 'HP:0002086', 'HP:0001560', 'HP:0009124', 'HP:0001392', 'HP:0000818', 'HP:0001574', 'HP:0100758', 'HP:0001939']	[['MP:0005380'], ['MP:0005382'], ['MP:0005386'], ['MP:0005367'], ['MP:0005378'], ['MP:0005379'], ['MP:0005387'], ['MP:0005376'], ['MP:0005371'], ['MP:0005381'], ['MP:0005378'], ['MP:0005376'], ['MP:0005389'], ['MP:0005386'], ['MP:0005385'], ['MP:0002006'], ['MP:0005397'], ['MP:0005376'], ['MP:0005377'], ['MP:0003631'], ['MP:0005381'], ['MP:0005390'], ['MP:0005391'], ['MP:0005388'], ['MP:0005380'], ['MP:0005375'], ['MP:0005370'], ['MP:0005379'], ['MP:0010771'], ['MP:0005384'], ['MP:0005376']]
65	ABCC8	6833	Abcc8	MGI:1352629		MP:0003059,MP:0005559,MP:0005217,MP:0003960,MP:0005560,MP:0005293,MP:0003058,MP:0003564,MP:0000189	HP:0010935,HP:0009894,HP:0010864,HP:0001290,HP:0001270,HP:0001270,HP:0001279,HP:0001254,HP:0001250,HP:0001250,HP:0001250,HP:0001252,HP:0001252,HP:0001251,HP:0001251,HP:0001249,HP:0001249,HP:0001249,HP:0002594,HP:0002594,HP:0002591,HP:0001263,HP:0001257,HP:0001259,HP:0001259,HP:0031084,HP:0002521,HP:0000077,HP:0000077,HP:0000079,HP:0012028,HP:0001347,HP:0001324,HP:0001324,HP:0001325,HP:0001325,HP:0000007,HP:0000007,HP:0000006,HP:0000006,HP:0000006,HP:0000006,HP:0000006,HP:0000158,HP:0001488,HP:0001488,HP:0008936,HP:0006274,HP:0000119,HP:0000124,HP:0000112,HP:0000107,HP:0031223,HP:0031224,HP:0002714,HP:0002714,HP:0002013,HP:0005978,HP:0005978,HP:0002069,HP:0040299,HP:0003477,HP:0002123,HP:0002133,HP:0002186,HP:0002173,HP:0002173,HP:0008255,HP:0008255,HP:0008255,HP:0002240,HP:0003584,HP:0011968,HP:0001069,HP:0003698,HP:0002329,HP:0002329,HP:0100651,HP:0100651,HP:0009830,HP:0009800,HP:0003623,HP:0002305,HP:0004924,HP:0007185,HP:0004904,HP:0031819,HP:0001962,HP:0001944,HP:0001944,HP:0001944,HP:0001943,HP:0001953,HP:0001953,HP:0001952,HP:0011342,HP:0001985,HP:0001998,HP:0003076,HP:0003076,HP:0003076,HP:0003074,HP:0003074,HP:0003074,HP:0003074,HP:0003074,HP:0000737,HP:0000713,HP:0000707,HP:0012758,HP:0012758,HP:0012759,HP:0005750,HP:0030796,HP:0030794,HP:0003196,HP:0003162,HP:0000855,HP:0000857,HP:0000831,HP:0000842,HP:0000825,HP:0000825,HP:0000825,HP:0000825,HP:0000821,HP:0040025,HP:0040064,HP:0040214,HP:0040217,HP:0040217,HP:0040216,HP:0040216,HP:0004510,HP:0000980,HP:0000956,HP:0030057,HP:0030057,HP:0030057,HP:0030057,HP:0002804,HP:0025502,HP:0001537,HP:0001508,HP:0001508,HP:0001520,HP:0001520,HP:0001520,HP:0001518,HP:0001518,HP:0001511,HP:0001511,HP:0001511,HP:0001513,HP:0002919,HP:0002919,HP:0000365,HP:0000365,HP:0000343,HP:0001649,HP:0001627,HP:0001627,HP:0001639,HP:0011182,HP:0001738,HP:0000486,HP:0000488,HP:0000488,HP:0000463,HP:0012434,HP:0011106,HP:0005487,HP:0005487,HP:0001824,HP:0012594	['MP:0005376', 'MP:0005379', 'MP:0005378']	['HP:0000234', 'HP:0011968', 'HP:0000079', 'HP:0001507', 'HP:0003117', 'HP:0001732', 'HP:0003011', 'HP:0002715', 'HP:0002017', 'HP:0040064', 'HP:0004298', 'HP:0002686', 'HP:0001626', 'HP:0002664', 'HP:0001871', 'HP:0001371', 'HP:0000598', 'HP:0100790', 'HP:0000707', 'HP:0011024', 'HP:0000924', 'HP:0000708', 'HP:0000478', 'HP:0001392', 'HP:0000818', 'HP:0003271', 'HP:0001438', 'HP:0001574', 'HP:0001939']	[['MP:0005382'], ['MP:0005386'], ['MP:0005367'], ['MP:0005378'], ['MP:0005376'], ['MP:0005379'], ['MP:0005369'], ['MP:0005387'], ['MP:0005381'], ['MP:0005371'], ['MP:0005378'], ['MP:0005389'], ['MP:0005385'], ['MP:0002006'], ['MP:0005397'], ['MP:0005390'], ['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005381'], ['MP:0005390'], ['MP:0005386'], ['MP:0005391'], ['MP:0005370'], ['MP:0005379'], ['MP:0005378'], ['MP:0005378'], ['MP:0010771'], ['MP:0005376']]
66	ABCC9	10060	Abcc9	MGI:1352630		MP:0000189,MP:0006135,MP:0002083,MP:0000230,MP:0003484,MP:0006144,MP:0001596,MP:0003897,MP:0002753,MP:0002833,MP:0002842,MP:0020345,MP:0003394,MP:0000278,MP:0004937,MP:0005292,MP:0011925,MP:0031633,MP:0005595,MP:0003137,MP:0009865,MP:0000249,MP:0001625,MP:0000274,MP:0006143,MP:0010575,MP:0008872,MP:0010468,MP:0011951,MP:0031192,MP:0010574,MP:0003646,MP:0000219,MP:0002891,MP:0010052,MP:0006047,MP:0000231,MP:0008770,MP:0008489,MP:0005590,MP:0005016,MP:0031619	HP:0025169,HP:0025169,HP:0009882,HP:0001279,HP:0001279,HP:0001256,HP:0001256,HP:0001252,HP:0006101,HP:0001374,HP:0001377,HP:0002690,HP:0008822,HP:0002673,HP:0002673,HP:0000007,HP:0000006,HP:0000006,HP:0000006,HP:0002652,HP:0002650,HP:0000179,HP:0000154,HP:0007665,HP:0007665,HP:0500093,HP:0002750,HP:0002750,HP:0004634,HP:0004634,HP:0003300,HP:0003300,HP:0002094,HP:0100578,HP:0011715,HP:0011712,HP:0011704,HP:0011705,HP:0003457,HP:0004757,HP:0004756,HP:0004755,HP:0004751,HP:0002162,HP:0002172,HP:0033204,HP:0010535,HP:0003596,HP:0003596,HP:0003593,HP:0003577,HP:0003546,HP:0002230,HP:0100749,HP:0032012,HP:0020045,HP:0002395,HP:0001047,HP:0001004,HP:0002321,HP:0004975,HP:0010068,HP:0010059,HP:0005590,HP:0000639,HP:0001962,HP:0000601,HP:0001907,HP:0010055,HP:0000689,HP:0004308,HP:0005616,HP:0003016,HP:0000739,HP:0010109,HP:0010109,HP:0012764,HP:0000774,HP:0000774,HP:0003198,HP:0000926,HP:0000926,HP:0000885,HP:0004540,HP:0030891,HP:0000957,HP:0000969,HP:0000965,HP:0000939,HP:0000939,HP:0000944,HP:0011675,HP:0000286,HP:0000286,HP:0000280,HP:0000280,HP:0000294,HP:0012251,HP:0000256,HP:0000256,HP:0005129,HP:0005110,HP:0001566,HP:0000219,HP:0000212,HP:0000215,HP:0002875,HP:0001537,HP:0001537,HP:0001520,HP:0011081,HP:0012378,HP:0012378,HP:0012378,HP:0012368,HP:0002938,HP:0001695,HP:0001698,HP:0000343,HP:0000343,HP:0000336,HP:0000336,HP:0001647,HP:0001649,HP:0001643,HP:0001643,HP:0001644,HP:0001644,HP:0001663,HP:0001658,HP:0001654,HP:0001640,HP:0001640,HP:0001639,HP:0001635,HP:0001635,HP:0006670,HP:0001727,HP:0001727,HP:0000407,HP:0005280,HP:0012471,HP:0000463,HP:0000463,HP:0000455,HP:0000470,HP:0000470,HP:0001771,HP:0000431,HP:0000431,HP:0005445,HP:0000527,HP:0000527,HP:0011220,HP:0000574,HP:0000565,HP:0001869	['MP:0005369', 'MP:0005387', 'MP:0005386', 'MP:0005378', 'MP:0003631', 'MP:0005385', 'MP:0005376', 'MP:0005397']	['HP:0000234', 'HP:0001507', 'HP:0003011', 'HP:0002715', 'HP:0040064', 'HP:0000464', 'HP:0003546', 'HP:0004298', 'HP:0012378', 'HP:0012531', 'HP:0001626', 'HP:0001871', 'HP:0001371', 'HP:0000598', 'HP:0100790', 'HP:0000707', 'HP:0000924', 'HP:0002086', 'HP:0000478', 'HP:0009124', 'HP:0001574', 'HP:0001939']	[['MP:0005382'], ['MP:0005378'], ['MP:0005369'], ['MP:0005387'], ['MP:0005371'], ['MP:0005378'], ['MP:0005376'], ['MP:0005378'], ['MP:0005386'], ['MP:0005386'], ['MP:0005385'], ['MP:0005397'], ['MP:0005390'], ['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005390'], ['MP:0005388'], ['MP:0005391'], ['MP:0005375'], ['MP:0010771'], ['MP:0005376']]
