gene_name	ihs
AC010894.3	0.317
AC010894.4	1.732
AC010894.5	0.92
AC010900.2	1.808
AC010904.1	1.212
AC010907.2	-0.304
AC010907.5	1.413
AC010928.1	3.018
AC010930.1	1.699
AC010967.1	
AC010967.2	4.333
AC010967.3	1.612
AC010969.1	1.353
AC010971.1	2.523
AC010974.3	0.829
AC010975.1	1.439
AC010975.2	0.3
AC010976.2	0.851
AC010980.2	0.993
AC010982.1	4.194
AC010982.2	2.201
AC010983.1	3.67
AC010987.5	2.494
AC010987.6	2.66
AC010999.1	-1.029
AC011073.1	2.443
AC011193.1	2.996
AC011196.3	0.363
AC011225.1	1.924
AC011233.2	3.723
AC011239.1	1.652
AC011242.5	0.997
AC011242.6	1.443
AC011243.1	0.304
AC011247.3	
AC011284.3	0.739
AC011286.1	5.848
AC011288.2	4.085
AC011290.4	3.687
AC011290.5	-0.325
AC011294.3	2.82
AC011306.1	1.154
AC011306.2	5.263
AC011308.1	
AC011322.1	1.094
AC011330.6	1.155
AC011343.1	2.261
AC011366.3	3.665
AC011379.1	
AC011385.1	1.748
AC011385.2	0.431
AC011406.2	0.225
AC011407.1	0.306
AC011410.1	2.774
AC011416.1	1.263
AC011431.1	1.328
AC011431.2	0.649
AC011450.1	1.08
AC011453.1	-0.147
AC011475.1	1.447
AC011484.1	0.694
AC011498.1	0.817
AC011499.1	2.443
AC011500.1	1.437
AC011513.4	2.023
AC011515.2	2.229
AC011518.1	1.911
AC011518.2	1.67
AC011523.2	2.059
AC011524.1	1.873
AC011524.2	
AC011524.3	-0.224
AC011525.2	1.515
AC011525.4	0.812
AC011526.1	1.853
AC011530.4	1.436
AC011551.3	1.635
AC011558.5	1.442
AC011591.1	2.358
AC011625.1	2.175
AC011648.1	1.729
AC011718.1	
AC011718.2	
AC011738.1	0.992
AC011738.4	2.417
AC011742.3	1.262
AC011742.5	1.815
AC011747.3	2.666
AC011747.4	2.512
AC011747.6	3.917
AC011747.7	5.479
AC011752.1	3.26
AC011753.5	0.698
AC011753.6	1.295
AC011754.1	2.375
AC011755.1	0.254
AC011816.1	1.447
AC011891.5	1.578
AC011893.3	4.038
AC011897.1	2.35
AC011897.2	5.102
AC011899.10	1.324
AC011899.9	1.885
AC011901.2	2.653
AC011933.1	1.013
AC011933.2	
AC011995.1	3.434
AC011995.3	1.698
AC011997.1	4.151
AC011998.1	2.323
AC011998.2	-0.215
AC011999.1	5.071
AC012003.1	
AC012065.4	2.081
AC012065.5	-1.79
AC012065.7	0.977
AC012066.1	0.23
AC012074.1	0.686
AC012074.2	1.293
AC012075.1	2.565
AC012075.2	2.59
AC012119.1	-0.542
AC012123.1	0.634
AC012146.7	0.713
AC012150.1	2.276
AC012175.1	
AC012181.1	2.008
AC012215.1	
AC012306.2	3.457
AC012307.2	0.743
AC012307.3	1.876
AC012309.5	1.271
AC012313.1	1.545
AC012314.19	-0.652
AC012314.20	1.231
AC012314.8	0.824
AC012317.1	2.749
AC012318.3	0.503
AC012322.1	3.129
AC012354.6	2.723
AC012354.8	2.139
AC012358.4	0.251
AC012358.7	-0.041
AC012358.8	1.628
AC012360.1	0.867
AC012360.2	
AC012360.4	1.594
AC012360.6	2.35
AC012361.1	2.437
AC012362.1	0.307
AC012362.3	-1.083
AC012363.10	-0.058
AC012363.13	2.253
AC012363.4	1.686
AC012363.7	
AC012363.8	0.759
AC012365.3	4.812
AC012368.1	1.668
AC012370.2	0.889
AC012370.3	3.247
AC012379.1	
AC012391.1	1.163
AC012414.1	
AC012441.1	0.427
AC012442.5	1.756
AC012442.6	1.554
AC012445.1	2.903
AC012451.1	3.856
AC012454.4	0.237
AC012456.3	1.585
AC012456.4	1.845
AC012457.2	1.082
AC012462.1	1.873
AC012462.2	2.023
AC012462.3	2.301
AC012467.1	-0.763
AC012485.2	3.066
AC012487.2	-0.597
AC012493.1	4.338
AC012494.1	5.013
AC012497.2	1.863
AC012499.1	3.466
AC012501.1	2.107
AC012501.2	3.873
AC012501.3	1.845
AC012506.1	1.769
AC012506.2	1.419
AC012506.3	1.918
AC012506.4	1.703
AC012507.3	2.987
AC012507.4	0.971
AC012512.1	3.199
AC012513.4	0.429
AC012513.6	1.073
AC012531.23	2.549
AC012531.25	1.089
AC012593.1	5.381
AC012594.1	2.102
AC012603.1	2.459
AC012613.2	2.081
AC012668.1	2.009
AC012668.2	3.961
AC012668.3	1.013
AC012671.1	1.78
AC012671.2	2.139
AC012671.3	2.329
AC012671.4	1.324
AC013248.2	2.827
AC013262.1	2.879
AC013264.2	1.098
AC013267.1	-0.823
AC013268.4	2.521
AC013271.3	2.754
AC013275.1	0.796
AC013275.2	2.376
AC013283.1	1.287
AC013394.2	1.173
AC013399.3	4.205
AC013401.1	2.391
AC013401.2	-0.312
AC013402.1	1.437
AC013402.2	2.682
AC013402.3	1.777
AC013402.4	0.927
AC013402.5	2.431
AC013403.13	2.259
AC013404.1	1.753
AC013406.1	2.679
AC013410.1	4.017
AC013410.2	5.208
AC013429.4	1.768
AC013429.5	-0.531
AC013436.6	0.783
AC013437.4	
AC013437.6	-0.319
AC013437.7	0.045
AC013439.4	2.82
AC013442.1	5.498
AC013444.1	2.369
AC013448.1	2.547
AC013448.2	2.569
AC013449.1	1.954
AC013460.1	2.486
AC013463.2	3.957
AC013467.1	1.087
AC013468.1	-0.642
AC013469.1	1.629
AC013470.6	2.249
AC013470.8	0.021
AC013472.3	1.529
AC013472.4	3.31
AC013474.4	0.12
AC013476.1	1.514
AC013477.1	2.568
AC013480.2	2.025
AC013489.1	2.081
AC013558.1	1.786
AC013717.3	1.424
AC013718.1	3.022
AC013727.1	2.4
AC013727.2	1.689
AC013733.3	1.818
AC013733.4	2.226
AC013733.5	2.22
AC013751.1	
AC013791.2	
AC015600.1	
AC015688.3	1.781
AC015691.13	2.545
AC015726.1	-0.037
AC015815.1	1.197
AC015815.2	-0.212
AC015815.4	1.432
AC015815.5	2.875
AC015815.6	-0.856
AC015815.7	0.56
AC015820.1	2.501
AC015849.12	2.223
AC015849.13	2.32
AC015849.14	0.717
AC015849.16	2.193
AC015849.19	2.32
AC015849.2	2.547
AC015871.1	1.945
AC015884.1	5.884
AC015922.5	2.219
AC015923.1	1.925
AC015933.2	1.555
AC015936.3	0.282
AC015969.3	2.155
AC015971.2	2.384
AC015977.5	1.14
AC015977.6	1.08
AC015987.1	2.221
AC015987.2	-0.262
AC015989.1	
AC015989.2	
AC016113.1	2.037
AC016194.1	2.062
AC016251.1	
AC016292.1	1.213
AC016405.1	1.849
AC016553.1	2.179
AC016559.1	
AC016561.1	1.594
AC016575.1	2.628
AC016582.2	1.679
AC016586.1	0.909
AC016629.8	
AC016644.1	1.681
AC016682.1	2.413
AC016683.5	1.153
AC016683.6	2.79
AC016691.2	0.959
AC016696.1	2.824
AC016697.1	1.322
AC016697.2	0.239
AC016697.3	1.415
AC016697.6	1.999
AC016700.2	0.861
AC016700.3	1.312
AC016700.4	
AC016700.5	1.566
AC016700.6	0.362
AC016706.1	2.58
AC016708.2	0.001
AC016710.1	2.69
AC016712.1	2.088
AC016712.2	1.876
AC016716.1	-0.184
AC016716.2	0.795
AC016717.1	0.405
AC016722.1	1.615
AC016722.2	1.786
AC016722.3	1.34
AC016722.4	1.464
AC016723.4	2.977
AC016724.6	0.79
AC016725.4	4.917
AC016727.1	1.48
AC016727.3	1.143
AC016730.1	2.511
AC016732.2	2.705
AC016734.1	0.6
AC016734.2	0.175
AC016735.1	2.918
AC016735.2	1.985
AC016735.3	1.666
AC016737.1	2.062
AC016738.3	0.859
AC016738.4	1.313
AC016739.1	1.822
AC016739.2	2.229
AC016747.3	1.032
AC016751.2	1.034
AC016751.3	3.939
AC016753.7	1.886
AC016757.3	2.8
AC016764.1	1.399
AC016768.1	4.709
AC016772.4	2.359
AC016773.1	0.887
AC016831.5	1.23
AC016831.6	0.177
AC016831.7	2.865
AC016885.1	-0.513
AC016894.1	0.58
AC016903.1	1.367
AC016903.2	2.313
AC016906.1	2.063
AC016907.2	0.876
AC016907.3	2.863
AC016908.1	3.673
AC016909.1	1.298
AC016910.1	1.708
AC016912.3	3.253
AC016970.1	2.41
AC016994.2	1.525
AC016995.3	4.474
AC016999.2	0.265
AC017002.4	5.899
AC017006.2	-0.449
AC017006.3	-0.289
AC017028.1	0.194
AC017028.5	
AC017028.8	
AC017035.2	0.972
AC017040.1	
AC017048.1	2.012
AC017048.2	2.266
AC017048.3	0.667
AC017048.4	2.035
AC017053.1	5.038
AC017060.1	5.179
AC017074.2	1.715
AC017076.5	2.033
AC017078.1	-0.264
AC017079.3	0.9
AC017079.4	0.851
AC017080.1	3.292
AC017081.1	1.569
AC017081.2	1.56
AC017083.2	0.625
AC017083.3	1.207
AC017099.3	0.803
AC017101.10	2.075
AC017104.1	1.791
AC017104.2	1.604
AC017104.4	0.918
AC017104.6	1.264
AC017116.11	1.565
AC018359.1	3.991
AC018359.3	1.028
AC018442.1	0.675
AC018445.1	-0.018
AC018450.1	1.293
AC018462.2	1.846
AC018462.3	0.2
AC018463.4	0.261
AC018463.5	1.266
AC018464.3	5.786
AC018470.1	-0.091
AC018470.4	1.412
AC018495.3	3.357
AC018512.1	0.479
AC018607.1	-0.867
AC018618.1	2.689
AC018634.9	
AC018635.1	2.275
AC018638.1	-2.906
AC018641.7	2.114
AC018643.4	0.605
AC018647.3	1.249
AC018685.1	3.235
AC018685.2	2.978
AC018690.1	1.306
AC018693.5	1.675
AC018693.6	0.079
AC018696.2	
AC018696.3	
AC018696.5	
AC018705.5	4.795
AC018712.2	2.501
AC018717.1	2.336
AC018717.2	1.922
AC018730.1	1.754
AC018730.3	1.195
AC018730.4	1.195
AC018731.3	2.738
AC018735.1	1.771
AC018737.1	2.915
AC018737.3	2.722
AC018737.6	0.014
AC018742.1	1.657
AC018755.1	2.618
AC018755.16	2.599
AC018755.17	-0.069
AC018755.2	1.429
AC018766.4	-1.494
AC018766.5	2.852
AC018766.6	2.327
AC018767.1	1.653
AC018799.1	3.613
AC018816.3	2.583
AC018832.1	1.629
AC018865.8	1.666
AC018866.1	2.409
AC018867.1	0.689
AC018878.3	0.568
AC018880.1	2.053
AC018880.2	1.712
AC018890.4	1.593
AC018890.6	2.306
AC019046.1	1.196
AC019048.1	1.703
AC019050.1	2.841
AC019055.1	2.244
AC019064.1	0.566
AC019068.2	0.112
AC019070.1	-0.166
AC019080.1	1.515
AC019084.7	1.597
AC019097.7	
AC019100.3	1.826
AC019100.7	1.899
AC019109.1	4.418
AC019117.1	3.384
AC019117.2	2.408
AC019118.2	2.819
AC019118.3	2.103
AC019118.4	1.548
AC019129.1	2.1
AC019129.2	2.751
AC019171.1	1.92
AC019171.4	0.756
AC019172.2	3.699
AC019178.2	
AC019178.3	
AC019181.2	2.094
AC019181.3	0.82
AC019185.2	
AC019185.3	
AC019185.4	2.132
AC019186.1	1.898
AC019198.1	1.113
AC019201.1	0.419
AC019205.1	
AC019206.1	
AC019221.4	2.052
AC019330.1	2.118
AC019330.2	
AC019349.5	1.375
AC020550.7	
AC020571.3	1.529
AC020594.5	1.045
AC020595.1	1.191
AC020601.1	5.823
AC020606.1	
AC020626.1	2.759
AC020629.1	0.22
AC020636.1	
AC020663.1	-0.231
AC020703.1	2.395
AC020743.2	0.558
AC020743.3	2.335
AC020743.4	1.651
AC020892.1	-0.317
AC020895.1	-1.002
AC020900.1	-1.539
AC020907.1	2.074
AC020907.2	0.133
AC020910.1	1.539
AC020910.2	0.083
AC020915.2	1.637
AC020922.1	0.837
AC020952.1	2.745
AC020956.3	1.079
AC020983.5	
AC021016.6	-0.33
AC021016.7	1.065
AC021016.8	1.509
AC021021.1	2.467
AC021021.2	2.18
AC021106.1	-0.543
AC021188.4	0.586
AC021218.2	2.322
AC021224.1	0.931
AC021593.1	
AC021613.1	3.653
AC021654.1	
AC021660.1	1.18
AC021749.1	2.612
AC021760.1	
AC021818.1	1.583
AC021860.1	1.603
AC021876.4	
AC021887.1	5.195
AC022021.1	-0.611
AC022120.1	4.796
AC022142.1	1.278
AC022153.1	0.867
AC022154.7	1.476
AC022173.2	0.527
AC022182.1	2.676
AC022182.2	0.213
AC022182.3	3.076
AC022201.4	1.629
AC022201.5	2.375
AC022210.1	3.081
AC022210.2	1.893
AC022311.1	8.362
AC022400.2	
AC022431.1	1.736
AC022431.2	7.18
AC022431.3	0.611
AC022498.1	1.817
AC022532.1	1.642
AC022537.1	-0.504
AC022558.1	
AC022616.1	0.248
AC022716.1	4.782
AC022816.2	6.048
AC022819.1	-1.159
AC022819.2	-0.127
AC022819.3	1.336
AC022861.1	
AC022909.1	4.297
AC023050.1	3.516
AC023085.1	0.868
AC023115.1	2.431
AC023115.2	2.431
AC023115.4	2.131
AC023128.1	0.464
AC023128.2	0.296
AC023137.2	1.179
AC023158.1	
AC023271.1	0.586
AC023271.2	0.011
AC023347.1	4.488
AC023347.2	-1.113
AC023385.1	-0.766
AC023449.2	1.656
AC023469.1	2.348
AC023469.2	3.191
AC023481.1	0.67
AC023513.1	-0.025
AC023590.1	2.743
AC023593.1	
AC023632.1	0.4
AC023669.1	4.553
AC023669.2	4.804
AC023672.1	3.46
AC023672.2	2.201
AC023798.1	-2.407
AC024028.1	3.083
AC024082.3	1.543
AC024082.4	-0.155
AC024084.1	3.317
AC024132.1	1.757
AC024158.1	2.257
AC024162.2	1.244
AC024198.1	1.407
AC024560.2	3.9
AC024560.3	3.28
AC024568.1	
AC024569.1	
AC024590.1	3.17
AC024592.12	2.754
AC024592.9	2.054
AC024619.2	2.572
AC024704.2	2.403
AC024896.1	-0.809
AC024908.1	1.686
AC024937.2	1.162
AC024937.4	2.586
AC024940.1	
AC025016.1	1.499
AC025166.1	2.711
AC025171.1	0.297
AC025263.3	6.5
AC025284.1	0.445
AC025287.1	0.318
AC025335.1	1.206
AC025442.3	-0.264
AC025458.1	
AC025470.1	0.026
AC025627.4	1.563
AC025627.7	2.818
AC025627.9	1.565
AC025674.1	-1.392
AC025750.5	-0.547
AC025750.6	0.672
AC025750.7	0.3
AC025918.2	0.059
AC026150.5	
AC026167.1	2.663
AC026188.1	4.057
AC026202.1	-0.21
AC026202.3	2.482
AC026202.5	4.624
AC026214.2	0.514
AC026241.1	1.799
AC026310.1	0.818
AC026318.1	-2.046
AC026320.1	1.96
AC026357.1	4.104
AC026407.1	0.615
AC026461.1	0.754
AC026471.6	
AC026700.1	2.389
AC026703.1	1.747
AC026781.1	2.763
AC026797.1	1.682
AC026806.2	1.458
AC026882.1	2.283
AC026904.1	1.22
AC026954.6	1.466
AC026992.1	
AC027119.1	4.981
AC027124.2	2.324
AC027124.3	1.781
AC027228.1	-0.372
AC027238.1	3.808
AC027269.2	2.544
AC027307.2	1.313
AC027307.3	1.06
AC027309.1	2.246
AC027319.1	1.82
AC027319.2	1.97
AC027320.1	1.267
AC027601.1	1.526
AC027612.6	
AC027763.2	3.13
AC027806.1	2.87
AC032027.1	1.283
AC034102.1	-1.024
AC034110.1	2.368
AC034187.2	1.829
AC034187.3	0.197
AC034198.7	
AC034205.1	
AC034220.3	1.864
AC034228.2	0.717
AC034228.3	1.029
AC034228.4	2.594
AC034228.7	2.699
AC034229.1	0.622
AC034236.1	
AC034236.2	
AC034243.1	1.333
AC036178.1	
AC037199.1	0.546
AC037445.1	2.155
AC037459.4	1.039
AC040160.1	3.308
AC040163.1	3.123
AC040173.1	
AC040977.1	-1.617
AC046130.1	
AC046143.1	-0.092
AC046143.3	1.978
AC046143.6	1.693
AC051642.1	1.027
AC051649.6	0.796
AC053503.11	2.212
AC053503.2	2.083
AC053503.4	1.778
AC053503.6	2.585
AC055723.1	
AC055736.1	2.063
AC055764.1	
AC055811.5	1.801
AC055813.1	1.597
AC055873.1	5.084
AC060834.2	1.901
AC060834.3	4.229
AC060835.1	3.964
AC061961.2	2.438
AC061975.1	0.372
AC061975.10	2.244
AC061975.3	
AC061975.4	
AC061975.5	1.311
AC061975.6	1.378
AC061975.7	0.405
AC061975.9	0.461
AC061992.1	1.101
AC061992.2	3.223
AC062016.1	2.448
AC062016.2	3.836
AC062016.3	2.436
AC062017.1	3.554
AC062020.1	2.008
AC062020.2	5.278
AC062021.1	2.082
AC062022.1	0.18
AC062028.1	2.661
AC062029.1	1.251
AC062031.1	2.137
AC062032.1	2.235
AC063932.1	-1.763
AC063944.1	-0.084
AC063976.1	2.742
AC063976.2	2.145
AC063976.3	1.575
AC063976.7	1.333
AC063979.1	0.762
AC064834.1	3.323
AC064834.2	6.667
AC064834.3	2.351
AC064836.3	1.026
AC064837.1	
AC064847.4	2.094
AC064850.4	3.668
AC064852.4	0.902
AC064852.5	0.981
AC064853.2	-0.74
AC064853.3	2.667
AC064865.1	1.72
AC064871.3	4.962
AC064872.1	1.726
AC064874.1	1.61
AC064875.2	2.786
AC066593.1	1.888
AC066612.1	
AC066692.3	0.136
AC067718.1	-0.414
AC067735.1	1.492
AC067742.1	-0.042
AC067805.1	2.312
AC067852.1	
AC067940.1	-0.457
AC067945.2	0.15
AC067945.3	0.563
AC067945.4	2.528
AC067956.1	2.826
AC067957.1	3.294
AC067959.1	4.19
AC067960.1	3.684
AC067961.1	2.788
AC067968.3	1.943
AC067969.1	1.421
AC067969.2	0.594
AC068014.2	
AC068039.1	1.778
AC068039.4	1.449
AC068042.1	5.542
AC068044.1	1.537
AC068057.1	1.359
AC068057.2	1.698
AC068058.1	-0.524
AC068062.1	0.454
AC068134.10	1.633
AC068134.8	0.795
AC068135.1	3.003
AC068137.11	2.011
AC068137.13	1.785
AC068138.1	3.451
AC068196.1	1.569
AC068282.3	1.257
AC068286.1	5.571
AC068287.1	
AC068292.1	3.018
AC068483.1	6.589
AC068489.1	2.337
AC068490.1	1.562
AC068490.2	2.463
AC068491.2	1.273
AC068491.3	1.109
AC068492.1	3.267
AC068499.10	1.048
AC068522.4	0.669
AC068533.1	2.271
AC068533.7	1.437
AC068535.2	2.126
AC068535.3	0.318
AC068535.4	2.065
AC068535.5	1.19
AC068538.2	1.392
AC068538.4	1.473
AC068542.1	1.18
AC068542.2	0.849
AC068570.1	4.575
AC068610.3	1.457
AC068610.5	1.89
AC068620.1	-0.934
AC068657.2	
AC068706.1	3.493
AC068706.2	1.602
AC068718.1	2.272
AC068718.2	-0.507
AC068754.1	
AC068831.10	2.588
AC068831.12	2.588
AC068831.15	2.076
AC068831.3	1.67
AC068831.6	1.92
AC068858.1	1.905
AC068896.1	
AC068946.1	
AC068987.1	2.008
AC069067.1	2.278
AC069082.1	2.393
AC069154.4	2.243
AC069155.1	1.225
AC069157.1	2.177
AC069200.1	
AC069213.4	-0.551
AC069243.1	2.83
AC069257.8	
AC069277.2	4.384
AC069278.4	0.519
AC069280.1	1.469
AC069282.6	-0.288
AC069285.1	1.383
AC069286.1	
AC069287.1	
AC069294.1	1.265
AC069368.3	1.492
AC069394.1	2.387
AC069513.4	1.816
AC069547.1	0.894
AC069547.2	-0.358
AC072052.7	0.925
AC072061.2	3.331
AC072062.1	3.3
AC072062.3	2.451
AC073043.1	1.652
AC073046.25	1.422
AC073052.1	
AC073055.2	4.238
AC073063.1	0.651
AC073063.10	0.651
AC073065.3	2.278
AC073069.2	1.758
AC073071.1	3.119
AC073072.5	2.314
AC073072.6	2.803
AC073072.7	1.894
AC073082.3	
AC073089.1	1.711
AC073091.2	1.517
AC073094.4	2.799
AC073109.2	0.032
AC073115.6	4.171
AC073115.7	1.493
AC073127.1	
AC073128.10	2.493
AC073130.1	1.316
AC073130.3	2.937
AC073133.1	2.697
AC073133.2	2.014
AC073136.1	1.566
AC073143.1	3.469
AC073150.6	1.228
AC073215.1	
AC073218.1	4.134
AC073218.2	2.904
AC073218.3	2.715
AC073236.3	2.892
AC073254.1	2.016
AC073255.1	1.671
AC073257.1	7.226
AC073257.2	4.453
AC073264.10	1.745
AC073271.1	
AC073283.4	2.508
AC073283.7	2.597
AC073284.4	3.267
AC073316.1	2.416
AC073316.2	4.454
AC073320.1	1.031
AC073321.3	1.245
AC073321.4	0.793
AC073325.1	3.92
AC073325.2	-1.148
AC073331.2	2.33
AC073333.1	2.221
AC073333.8	2.104
AC073342.1	
AC073342.12	0.629
AC073343.1	1.289
AC073343.13	2.503
AC073343.2	1.596
AC073387.2	2.264
AC073409.1	2.901
AC073410.1	
AC073415.2	
AC073465.1	2.432
AC073465.2	1.944
AC073465.3	1.548
AC073479.1	4.729
AC073508.1	0.877
AC073528.1	0.452
AC073551.1	1.729
AC073569.1	0.61
AC073587.1	-0.097
AC073597.1	1.669
AC073610.5	2.254
AC073621.2	2.668
AC073626.2	0.524
AC073628.1	2.225
AC073635.5	1.365
AC073636.1	1.771
AC073641.2	0.702
AC073647.1	1.792
AC073657.1	0.846
AC073834.3	3.821
AC073842.18	1.485
AC073842.19	1.485
AC073850.6	0.336
AC073869.19	2.015
AC073900.4	1.119
AC073928.2	5.804
AC073934.6	0.924
AC073940.1	2.026
AC073957.15	2.187
AC073958.2	2.297
AC073973.1	2.401
AC073987.1	1.741
AC073987.2	2.637
AC074008.1	2.617
AC074011.2	1.673
AC074019.1	2.269
AC074019.2	5.41
AC074035.1	3.608
AC074091.13	1.165
AC074117.10	1.722
AC074117.13	-0.045
AC074121.4	3.051
AC074138.3	
AC074183.4	1.339
AC074212.3	1.806
AC074264.1	
AC074286.1	4.894
AC074289.1	2.643
AC074290.1	2.021
AC074323.1	2.07
AC074338.4	-0.821
AC074338.5	5.426
AC074363.1	3.181
AC074366.3	
AC074367.1	-0.548
AC074389.1	3.29
AC074389.5	3.508
AC074389.6	1.397
AC074389.7	-0.386
AC074389.9	1.635
AC074391.1	4.753
AC078828.1	1.311
AC078842.3	1.743
AC078842.4	1.651
AC078851.1	1.904
AC078851.2	4.447
AC078852.1	2.4
AC078852.2	0.854
AC078855.1	
AC078864.1	1.663
AC078864.2	2.832
AC078881.1	
AC078882.1	3.103
AC078883.3	0.458
AC078883.4	1.099
AC078925.1	1.844
AC078941.1	1.992
AC078942.1	1.394
AC078974.2	2.225
AC078988.1	3.927
AC078993.1	2.421
AC078994.2	2.469
AC079005.1	4.02
AC079080.1	1.268
AC079112.1	2.464
AC079117.1	1.36
AC079117.2	
AC079135.1	3.481
AC079140.1	
AC079145.4	2.049
AC079150.2	2.273
AC079150.3	2.304
AC079154.1	4.239
AC079163.1	2.76
AC079210.1	1.302
AC079233.1	-0.022
AC079248.1	4.995
AC079250.1	2.372
AC079298.1	3.936
AC079305.10	0.283
AC079305.11	1.585
AC079305.5	
AC079305.8	1.25
AC079325.5	1.06
AC079325.6	1.36
AC079340.1	1.304
AC079341.1	2.441
AC079354.1	1.776
AC079354.2	1.054
AC079354.3	0.55
AC079354.5	
AC079354.6	1.153
AC079412.1	3.58
AC079448.1	4.07
AC079466.1	1.2
AC079584.2	3.082
AC079586.1	2.821
AC079602.1	0.83
AC079603.1	2.122
AC079610.1	3.835
AC079610.2	2.313
AC079612.1	1.9
AC079612.2	2.516
AC079613.1	1.936
AC079630.2	1.775
AC079630.4	1.405
AC079741.2	-0.117
AC079742.4	-0.285
AC079753.1	0.791
AC079753.4	1.156
AC079753.5	1.28
AC079756.1	7.49
AC079767.3	1.236
AC079767.4	1.596
AC079772.1	3.042
AC079776.1	3.247
AC079776.2	3.049
AC079776.3	1.727
AC079776.4	
AC079779.4	1.232
AC079779.5	3.429
AC079779.6	2.162
AC079779.7	2.631
AC079780.3	0.98
AC079781.5	
AC079790.2	1.913
AC079799.2	1.917
AC079807.1	1.305
AC079807.2	1.053
AC079807.3	
AC079807.4	2.794
AC079809.2	2.718
AC079834.1	1.756
AC079834.2	
AC079896.1	2.54
AC079922.2	1.403
AC079922.3	1.542
AC079949.1	2.561
AC079987.2	0.629
AC079988.3	5.83
AC080002.1	5.627
AC080008.1	
AC080032.1	0.132
AC080037.1	0.124
AC080080.1	4.761
AC080094.1	4.713
AC080125.1	3.821
AC083760.1	1.903
AC083799.1	
AC083810.1	
AC083811.1	
AC083822.2	
AC083843.1	2.191
AC083843.2	2.474
AC083843.3	2.227
AC083862.6	1.573
AC083863.5	
AC083864.3	2.63
AC083867.4	2.887
AC083873.4	1.542
AC083875.2	
AC083884.8	3.441
AC083899.1	
AC083899.3	
AC083900.1	
AC083939.1	2.338
AC083949.1	4.151
AC084010.1	
AC084018.1	0.367
AC084082.3	1.459
AC084117.3	-0.458
AC084125.1	
AC084125.2	-0.511
AC084125.3	-0.393
AC084125.4	1.345
AC084149.1	1.632
AC084149.2	1.621
AC084193.1	3.335
AC084209.1	
AC084219.3	
AC084262.1	1.278
AC084262.2	2.91
AC084262.3	1.171
AC084290.2	
AC084357.1	2.598
AC084368.1	-0.051
AC084809.2	1.038
AC084809.3	1.321
AC084859.1	-0.486
AC084872.1	
AC087069.1	
AC087073.1	1.93
AC087163.2	
AC087163.3	1.778
AC087239.1	2.285
AC087269.1	0.982
AC087269.2	3.336
AC087294.2	1.131
AC087380.14	0.977
AC087392.1	0.754
AC087393.1	1.104
AC087430.1	4.422
AC087431.1	2.762
AC087433.1	1.807
AC087477.1	1.269
AC087491.2	1.643
AC087499.7	1.986
AC087501.1	1.874
AC087645.1	1.061
AC087650.1	0.97
AC087793.1	0.762
AC087897.1	3.817
AC089999.1	2.654
AC090015.1	1.314
AC090018.1	0.863
AC090043.1	4.558
AC090044.1	4.816
AC090044.2	6.25
AC090079.1	2.145
AC090103.1	-0.101
AC090133.1	2.639
AC090150.1	5.348
AC090186.1	-1.572
AC090206.1	0.279
AC090283.3	1.557
AC090286.2	1.153
AC090286.4	1.859
AC090324.1	1.42
AC090349.1	2.869
AC090425.1	0.309
AC090427.1	
AC090453.1	2.033
AC090505.1	3.012
AC090505.4	1.865
AC090505.5	2.405
AC090505.6	4.733
AC090519.1	
AC090519.2	1.83
AC090519.3	
AC090519.5	
AC090519.6	
AC090519.7	1.113
AC090559.2	0.227
AC090571.1	1.297
AC090573.1	1.279
AC090574.1	1.483
AC090587.2	0.762
AC090587.4	1.544
AC090587.5	1.544
AC090616.2	0.9
AC090617.1	-1.317
AC090625.1	1.023
AC090627.1	0.619
AC090644.1	1.542
AC090660.1	
AC090666.1	2.676
AC090673.1	0.413
AC090673.2	1.591
AC090692.1	
AC090696.2	1.785
AC090774.2	1.583
AC090804.1	1.118
AC090825.2	2.492
AC090939.1	1.882
AC090945.1	2.272
AC090952.5	2.172
AC090953.1	0.005
AC090954.5	2.292
AC090955.5	1.507
AC090957.2	0.749
AC091042.1	3.742
AC091069.1	
AC091096.1	
AC091132.1	1.75
AC091133.1	0.485
AC091150.1	0.515
AC091153.4	1.66
AC091167.1	-0.647
AC091167.3	1.381
AC091171.1	0.882
AC091177.1	0.432
AC091199.1	2.191
AC091320.1	1.393
AC091320.2	1.922
AC091321.1	4.72
AC091487.1	3.971
AC091492.2	
AC091493.1	-0.014
AC091493.2	2.319
AC091517.1	1.59
AC091559.1	0.963
AC091633.2	0.584
AC091633.3	0.413
AC091643.1	1.763
AC091652.2	3.01
AC091654.7	
AC091705.1	3.016
AC091705.2	1.904
AC091729.7	0.794
AC091729.8	0.406
AC091729.9	1.859
AC091736.1	1.503
AC091770.3	1.725
AC091801.1	2.41
AC091813.2	1.905
AC091814.2	1.491
AC091814.3	1.567
AC091866.1	1.477
AC091878.1	3.024
AC091948.1	0.981
AC091962.3	1.512
AC091969.1	4.596
AC092013.1	4.986
AC092017.1	2.25
AC092022.1	2.978
AC092038.1	
AC092038.2	0.433
AC092048.1	2.748
AC092066.6	2.506
AC092069.1	0.638
AC092071.1	-0.527
AC092106.1	1.402
AC092106.2	3.419
AC092122.1	1.828
AC092122.2	1.534
AC092143.1	0.863
AC092155.1	1.84
AC092155.4	1.536
AC092156.3	1.751
AC092159.2	0.972
AC092159.3	-0.31
AC092162.1	4.485
